Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Flag,Compensation_Ratio,Hike_Band,OverTime_Flag,Overtime_LowHike_Risk,Tenure_Per_Level,Total_Comp_Score,Exp_Pay_Ratio,BusinessTravel_Enc,Department_Enc,EducationField_Enc,Gender_Enc,JobRole_Enc,MaritalStatus_Enc,OverTime_Enc,Hike_Band_Enc
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,566,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,No,12,3,3,0,1,3,4,1,0,0,0,1,0.9200136126796163,Medium,0,0,0.5,2738.3999999999996,1282.0,2,0,5,1,1,2,0,2
30,No,Non-Travel,1398,Sales,22,4,Other,567,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,No,11,3,3,0,10,3,3,9,8,7,8,0,0.8568588998678137,Low,0,0,2.25,6147.2,764.7272727272727,0,2,4,0,7,1,0,1
57,No,Travel_Rarely,210,Sales,29,3,Marketing,568,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,No,12,3,3,1,32,3,2,1,0,0,0,0,0.9106164594033958,Medium,0,0,0.2,10670.8,427.8181818181818,2,2,2,1,3,0,0,2
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,569,2,Male,88,2,4,Manager,3,Married,17046,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,0,1.0994735916553537,High,0,0,5.4,12727.6,587.7931034482758,2,1,1,1,3,1,0,0
30,No,Non-Travel,1116,Research & Development,2,3,Medical,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,No,14,3,3,0,12,2,2,11,7,6,7,0,0.9200136126796163,Medium,0,0,5.5,2938.3999999999996,197.23076923076923,0,1,3,0,2,2,0,2
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,573,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,No,19,3,4,0,22,5,4,18,13,13,11,0,1.0457101124635015,High,0,0,4.5,8059.599999999999,446.3478260869565,1,2,2,0,7,1,0,0
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,No,13,3,3,3,20,2,3,5,0,0,4,0,0.9214366813059354,Medium,0,0,1.6666666666666667,7342.0,241.42857142857142,2,1,3,0,4,0,0,2
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,575,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,0,1.1520414068142832,Medium,0,0,0.6,12016.6,661.5185185185185,2,1,1,1,5,1,0,2
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,577,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,No,15,3,3,0,6,2,3,5,4,4,3,0,1.517807169124328,High,0,0,2.5,4038.0,604.2857142857143,2,1,1,1,2,2,0,0
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,578,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,No,11,3,3,0,19,3,3,1,0,0,0,0,0.6869882949381529,Low,0,0,0.3333333333333333,3368.0,189.0,2,1,1,0,2,2,0,1
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,579,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,No,12,3,3,1,14,3,3,7,3,5,7,0,0.9932128236728462,Medium,0,0,3.5,3860.8,184.53333333333333,2,1,1,1,6,0,0,2
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,580,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2,0,0.9239856253805204,High,1,0,0.75,8342.599999999999,566.9375,2,2,2,0,7,1,1,0
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,No,25,4,4,1,13,6,4,13,8,0,8,0,1.0846212037318688,High,0,0,3.25,9888.8,760.5714285714286,2,1,1,1,4,0,0,0
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,582,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7,1,1.386334953304915,Medium,1,0,1.75,9366.0,850.625,2,1,3,1,3,1,1,2
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,3,8,2,3,4,3,1,3,1,1.2228574071810188,Medium,0,0,2.0,6344.8,378.6666666666667,2,1,3,1,2,0,0,2
30,No,Travel_Rarely,413,Sales,7,1,Marketing,585,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,No,14,3,1,0,4,3,3,3,2,1,2,0,1.070359050945123,Medium,0,0,1.5,3189.8,596.6,2,2,2,1,8,2,0,2
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,586,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0,0,0.7774069334036084,Medium,1,0,2.0,5779.2,693.8181818181819,2,1,1,1,0,1,1,2
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,587,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,No,12,3,1,0,12,2,3,1,0,0,0,1,1.0006873314671185,Medium,0,0,0.25,7094.4,755.6923076923077,1,1,1,1,0,1,0,2
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,590,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2,1,1.0135218798959518,High,1,0,0.75,10470.0,829.1666666666666,1,0,0,0,1,0,1,0
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,591,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,0,0.7510095520040706,High,0,0,1.0,3955.8,232.55555555555554,1,1,4,1,2,1,0,0
36,No,Non-Travel,635,Sales,10,4,Medical,592,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7,0,1.0165777247599597,Medium,0,0,2.5,7388.0,907.2727272727273,0,2,3,1,7,2,0,2
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,593,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,No,16,3,3,0,4,3,3,2,2,1,2,1,1.3972437627825374,High,0,0,1.0,3936.4,778.8,1,1,5,1,2,2,0,0
48,No,Travel_Rarely,163,Sales,2,5,Marketing,595,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,No,14,3,1,1,14,2,3,9,7,6,7,0,0.7362406303689042,Medium,0,0,3.0,4830.6,270.06666666666666,2,2,2,0,7,1,0,2
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,597,1,Female,83,3,4,Manager,2,Single,16835,9873,3,No,23,4,4,0,37,2,3,10,9,7,7,0,1.0858640100620602,High,0,0,2.0,12401.0,443.0263157894737,2,2,1,0,3,2,0,0
41,No,Non-Travel,267,Sales,10,2,Life Sciences,599,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,No,14,3,4,0,16,3,3,14,3,1,10,0,1.1322584861017706,Medium,0,0,4.666666666666667,5138.0,366.47058823529414,0,2,1,1,7,2,0,2
35,No,Travel_Rarely,619,Sales,1,3,Marketing,600,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,No,11,3,3,0,15,2,3,11,9,6,9,0,0.8572814251913407,Low,0,0,3.6666666666666665,3930.2,294.8125,2,2,2,1,7,1,0,1
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,601,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,No,15,3,3,0,22,3,3,20,6,5,13,0,0.8537916187223933,High,0,0,4.0,9442.2,575.5217391304348,2,1,1,0,4,2,0,0
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,602,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,No,11,3,1,1,8,3,3,8,3,0,7,0,1.347367829801856,Low,0,0,4.0,4353.0,417.22222222222223,1,1,1,0,2,1,0,1
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,604,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5,0,1.1962319992811965,Medium,1,0,2.0,5249.2,598.3636363636364,2,2,1,1,7,2,1,2
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,605,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8,0,0.7543862354280823,High,1,0,2.5,7543.599999999999,673.2727272727273,2,1,3,1,4,1,1,0
45,No,Travel_Rarely,561,Sales,2,3,Other,606,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,0,No,19,3,2,1,9,3,4,8,7,3,7,0,0.8732748034861971,High,0,0,2.6666666666666665,5783.0,480.5,2,2,4,1,7,1,0,0
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,608,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,Yes,11,3,2,1,8,2,2,7,7,1,0,1,0.9835246928060952,Low,1,1,3.5,3744.6,304.55555555555554,1,0,1,0,1,0,1,1
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,No,12,3,2,2,8,2,4,3,2,1,2,0,0.7745883896895259,Medium,0,0,1.0,5757.2,473.55555555555554,2,1,5,1,4,0,0,2
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,612,1,Female,95,4,4,Research Director,3,Divorced,16184,22578,4,No,19,3,3,1,10,2,3,6,1,0,5,0,1.0438742583216147,High,0,0,1.2,12610.4,1471.2727272727273,2,1,3,0,5,0,0,0
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,613,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,No,21,4,3,1,10,3,2,5,4,0,1,0,1.177213303111308,High,0,0,1.25,10034.2,1050.6363636363637,2,2,1,1,3,0,0,0
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,614,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,Yes,14,3,4,0,0,3,3,0,0,0,0,1,0.6738633247317939,Medium,1,0,0.0,2526.8,1878.0,1,2,2,1,8,2,1,2
40,No,Non-Travel,1094,Sales,28,3,Other,615,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,No,15,3,3,1,20,2,3,1,0,0,1,0,1.113549868444477,High,0,0,0.25,9059.2,520.5714285714286,0,2,4,1,7,0,0,0
41,No,Non-Travel,509,Research & Development,2,4,Other,616,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7,0,1.237851131434857,High,1,0,2.6666666666666665,5786.6,619.1818181818181,0,1,4,0,0,2,1,0
26,No,Travel_Rarely,775,Sales,29,2,Medical,618,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,No,12,3,1,2,8,5,3,0,0,0,0,0,0.7825850788369542,Medium,0,0,0.0,5783.6,478.44444444444446,2,2,3,1,7,0,0,2
35,No,Travel_Rarely,195,Sales,1,3,Medical,620,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,No,16,3,4,0,5,3,3,5,4,0,3,0,0.8830889219853135,High,0,0,1.6666666666666667,4515.4,809.8333333333334,2,2,3,0,7,2,0,0
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,621,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,No,12,3,4,0,10,3,3,10,7,5,7,0,0.9699620449960112,Medium,0,0,3.3333333333333335,4402.2,485.1818181818182,2,2,1,1,7,2,0,2
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,622,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,0,1,0.8396380084517558,High,1,0,0.5,3204.0,1170.0,2,1,5,1,2,2,1,0
37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,623,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,No,17,3,4,0,12,3,4,6,5,1,2,0,0.7630444625427714,High,0,0,1.5,6194.599999999999,576.2307692307693,2,1,5,0,4,2,0,0
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,624,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,No,11,3,4,0,28,3,2,2,2,1,2,0,1.0722959627803703,Low,0,0,0.5,7416.2,363.0,1,1,3,0,0,1,0,1
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,625,2,Female,91,3,4,Manager,1,Married,16595,5626,7,No,16,3,2,1,22,2,3,18,16,11,8,0,1.0703839172545226,High,0,0,3.6,12557.0,721.5217391304348,2,2,1,0,3,1,0,0
37,No,Non-Travel,142,Sales,9,4,Medical,626,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,1,No,13,3,4,1,9,6,3,9,5,7,7,0,0.8998444509548581,Medium,0,0,2.25,7600.4,883.4,0,2,3,1,7,0,0,2
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,630,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Yes,12,3,2,2,18,3,3,10,9,6,9,0,1.0135803494365287,Medium,1,0,3.3333333333333335,6546.2,293.5263157894737,2,1,5,1,6,0,1,2
32,Yes,Non-Travel,1474,Sales,11,4,Other,631,4,Male,60,4,2,Sales Executive,3,Married,4707,23914,8,No,12,3,4,0,6,2,3,4,2,1,2,1,0.8554639958396524,Medium,0,0,1.3333333333333333,4024.2,672.4285714285714,0,2,4,1,7,1,0,2
24,No,Travel_Frequently,535,Sales,24,3,Medical,632,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,No,13,3,3,2,3,3,3,2,2,2,1,0,0.8611671881556471,Medium,0,0,1.0,4740.0,600.0,1,2,3,1,8,1,0,2
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,634,3,Female,76,3,2,Healthcare Representative,3,Married,9824,22174,3,No,19,3,3,1,18,4,3,1,0,0,0,0,1.7854425950985224,High,0,0,0.3333333333333333,8794.4,517.0526315789474,2,1,3,0,0,1,0,0
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,635,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,No,12,3,2,1,8,2,2,6,5,4,3,0,1.1716967030334053,Medium,0,0,2.0,6068.2,716.3333333333334,2,1,1,0,4,1,0,2
49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,638,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,Yes,17,3,3,1,31,5,3,31,9,0,9,0,1.0161617717687785,High,1,0,5.166666666666667,14401.199999999999,609.4375,2,1,1,1,5,0,1,0
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,639,2,Male,89,4,1,Research Scientist,4,Married,2725,21630,1,Yes,11,3,2,2,6,3,3,6,5,1,4,0,0.9777835782183909,Low,1,1,3.0,4735.0,389.2857142857143,2,1,3,1,6,1,1,1
26,No,Travel_Rarely,703,Sales,28,2,Marketing,641,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,No,20,4,4,2,6,5,4,5,3,1,4,0,1.1398916893788613,High,0,0,1.6666666666666667,7763.2,896.0,2,2,2,1,7,1,0,0
24,No,Travel_Rarely,823,Research & Development,17,2,Other,643,4,Male,94,2,1,Laboratory Technician,2,Married,2127,9100,1,No,21,4,4,1,1,2,3,1,0,0,0,0,0.7632094205029423,High,0,0,0.5,4376.2,1063.5,2,1,4,1,2,1,0,0
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,644,1,Male,99,3,5,Manager,2,Married,18200,7999,1,No,11,3,3,1,32,2,3,32,5,10,7,0,0.9483203900211141,Low,0,0,5.333333333333333,13020.0,551.5151515151515,1,0,3,1,3,1,0,1
25,No,Travel_Rarely,622,Sales,13,1,Medical,645,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,No,11,3,3,0,7,1,3,7,4,0,6,0,0.7520860109892651,Low,0,0,3.5,2357.6,262.0,2,2,3,1,8,1,0,1
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,647,1,Female,55,3,1,Laboratory Technician,3,Married,2886,14168,1,Yes,16,3,4,1,6,4,3,6,3,1,2,1,1.0355535437571657,High,1,0,3.0,4331.6,412.2857142857143,1,1,1,0,2,1,1,0
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,648,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,No,18,3,3,1,1,2,4,1,0,0,0,1,0.7294803723001794,High,0,0,0.5,4019.8,1016.5,1,2,1,1,8,1,0,0
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,649,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Yes,13,3,4,1,6,3,3,6,5,1,3,0,1.299644814791564,Medium,1,0,3.0,4473.2,517.4285714285714,2,1,1,1,6,1,1,2
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,650,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,No,17,3,3,0,9,2,1,3,1,1,2,1,0.76931784456963,High,0,0,1.0,4239.799999999999,423.3,2,2,3,1,7,0,0,0
35,No,Travel_Rarely,538,Research & Development,25,2,Other,652,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,No,14,3,4,0,9,3,3,3,2,0,2,0,0.6689957443564394,Medium,0,0,1.0,3608.6,368.1,2,1,4,1,2,2,0,2
31,No,Travel_Rarely,525,Sales,6,4,Medical,653,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,No,22,4,4,2,13,4,4,7,7,5,7,0,0.9923164260217765,High,0,0,2.3333333333333335,7476.0,390.0,2,2,3,1,7,0,0,0
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,655,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,No,12,3,3,2,6,5,2,5,3,0,3,0,0.7847386002068334,Medium,0,0,2.5,4512.2,312.42857142857144,2,1,3,0,6,0,0,2
37,No,Travel_Rarely,558,Sales,2,3,Marketing,656,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,Yes,11,3,3,1,17,3,2,3,0,1,0,0,1.7450956634910435,Low,1,1,1.0,7861.2,533.4444444444445,2,2,2,1,7,1,1,1
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,657,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,No,13,3,4,0,1,0,4,1,0,0,0,0,1.0176125606705897,Medium,0,0,0.5,3001.6,1418.0,2,1,1,0,6,2,0,2
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,659,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,No,13,3,2,2,10,4,3,10,2,2,2,0,0.7431468619053194,Medium,0,0,3.3333333333333335,5753.4,371.72727272727275,2,1,1,0,0,1,0,2
43,No,Travel_Rarely,782,Research & Development,6,4,Other,661,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,Yes,14,3,3,1,21,3,2,1,0,0,0,0,1.0724479296288612,Medium,1,0,0.2,12376.199999999999,755.7727272727273,2,1,4,1,5,0,1,2
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,662,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,No,17,3,4,0,8,3,2,0,0,0,0,0,0.9397486940748498,High,0,0,0.0,3271.3999999999996,291.0,2,1,1,0,6,2,0,0
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Yes,13,3,2,1,10,3,3,8,7,4,7,0,1.0321181288237489,Medium,1,0,2.6666666666666665,5707.4,516.2727272727273,1,1,3,1,2,0,1,2
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,664,4,Female,40,2,4,Manager,1,Married,15402,17997,7,No,11,3,1,1,21,3,1,3,2,0,2,0,0.9934349559237216,Low,0,0,0.6,11341.199999999999,700.0909090909091,2,1,1,0,3,1,0,1
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,665,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,No,11,3,2,0,10,1,4,2,2,0,2,0,1.0877314669854088,Low,0,0,0.6666666666666666,4691.0,544.0909090909091,2,0,1,0,1,2,0,1
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,666,3,Female,31,3,1,Sales Representative,3,Divorced,2579,2912,1,Yes,18,3,4,2,8,3,3,8,2,0,6,0,0.9253959076055891,High,1,0,4.0,5347.4,286.55555555555554,2,2,5,0,8,0,1,0
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,667,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,No,11,3,2,1,5,3,3,4,3,0,2,1,1.0911705913255512,Low,0,0,2.0,3924.6,506.8333333333333,2,2,2,1,8,0,0,1
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,669,3,Male,49,3,1,Sales Representative,3,Single,3447,24444,1,No,11,3,3,0,3,2,3,3,2,1,2,0,1.236851373988548,Low,0,0,1.5,3168.2,861.75,2,2,5,1,8,2,0,1
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,671,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Yes,12,3,1,1,26,2,4,2,2,0,1,0,1.016734932444066,Medium,1,0,0.3333333333333333,13907.8,722.7037037037037,2,1,4,1,3,1,1,2
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,675,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,No,20,4,4,0,3,3,3,2,2,2,2,0,0.9950069219815039,High,0,0,1.0,3663.8,693.25,2,1,3,1,6,1,0,0
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,677,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,No,12,3,4,0,6,3,3,5,0,1,2,0,1.2911018114393225,Medium,0,0,1.6666666666666667,5462.4,1014.8571428571429,2,2,2,1,7,0,0,2
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,679,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,Yes,12,3,4,1,6,2,2,6,4,0,5,0,1.1489788361373023,Medium,1,0,2.0,5993.2,903.1428571428571,2,1,1,0,6,1,1,2
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,680,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,No,20,4,3,1,1,2,3,1,0,0,0,0,0.7474213553867554,High,0,0,0.5,4249.8,1041.5,1,1,3,0,6,0,0,0
53,No,Travel_Rarely,238,Sales,1,1,Medical,682,4,Female,34,3,2,Sales Executive,1,Single,8381,7507,7,No,20,4,4,0,18,2,4,14,7,8,10,0,1.52318753964991,High,0,0,4.666666666666667,7028.599999999999,441.10526315789474,2,2,3,0,7,2,0,0
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,683,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,No,12,3,4,1,10,4,2,10,9,8,8,0,0.9655837097195192,Medium,0,0,5.0,3814.6,244.63636363636363,2,1,1,1,6,1,0,2
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,684,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,No,14,3,4,2,5,4,3,1,1,0,0,1,0.7789502201335776,Medium,0,0,0.3333333333333333,5971.6,714.3333333333334,1,2,1,0,7,1,0,2
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,686,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Yes,13,3,3,1,3,2,3,3,2,0,2,0,0.9541014805441107,Medium,1,0,1.5,3895.3999999999996,664.75,2,1,1,0,2,1,1,2
37,No,Travel_Rarely,482,Research & Development,3,3,Other,689,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,No,15,3,3,1,10,2,3,10,7,7,8,0,0.960961348235016,High,0,0,2.5,8160.4,857.6363636363636,2,1,4,1,4,1,0,0
29,No,Travel_Rarely,1176,Sales,3,2,Medical,690,2,Female,62,3,2,Sales Executive,3,Married,5561,3487,1,No,14,3,1,1,6,5,2,6,0,1,2,0,1.0106724624738277,Medium,0,0,2.0,5736.6,794.4285714285714,2,2,3,0,7,1,0,2
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,691,2,Male,82,1,2,Research Scientist,4,Single,6646,19368,1,No,13,3,2,0,17,3,3,17,11,11,8,0,1.2078635471320012,Medium,0,0,5.666666666666667,5287.6,369.22222222222223,2,1,1,1,6,2,0,2
33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,692,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,No,23,4,3,1,15,2,1,13,11,4,7,0,1.4039641741791618,High,0,0,4.333333333333333,7935.0,482.8125,1,1,1,1,0,0,0,0
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,698,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,No,15,3,3,1,16,1,4,9,7,7,1,0,1.0924645388828225,High,0,0,2.25,8935.0,630.8823529411765,2,0,3,1,1,1,0,0
36,No,Travel_Rarely,913,Research & Development,9,2,Medical,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Yes,11,3,3,1,13,2,3,3,2,0,2,0,1.6078797474385818,Low,1,1,1.0,7408.2,631.9285714285714,2,1,3,1,4,0,1,1
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,700,1,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,No,13,3,4,0,5,0,3,4,2,1,1,0,0.7337862082409576,Medium,0,0,2.0,2527.0,340.8333333333333,2,1,3,1,6,2,0,2
20,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,701,4,Male,32,3,1,Research Scientist,3,Single,1009,26999,1,Yes,11,3,4,0,1,5,3,1,0,1,1,1,0.3620490386871033,Low,1,1,0.5,1705.4,504.5,2,1,3,1,6,2,1,1
33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,702,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1,Yes,11,3,1,0,10,3,3,10,8,9,7,1,1.2013282274771278,Low,1,1,5.0,3108.8,304.3636363636364,1,1,1,1,6,2,1,1
35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,704,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,1,No,18,3,3,2,1,3,3,1,0,0,0,0,0.4596479866780766,High,0,0,0.5,4568.6,640.5,0,1,1,1,2,1,0,0
23,No,Travel_Rarely,885,Research & Development,4,3,Medical,705,1,Male,58,4,1,Research Scientist,1,Married,2819,8544,2,No,16,3,1,1,5,3,4,3,2,0,2,0,1.0115126264211538,High,0,0,1.5,4291.4,469.8333333333333,2,1,3,1,6,1,0,0
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,707,4,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,No,22,4,3,1,4,4,3,3,2,1,2,0,0.881634978503963,High,0,0,1.0,6110.6,970.2,2,2,1,1,7,1,0,0
38,No,Travel_Rarely,243,Sales,7,4,Marketing,709,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,No,20,4,1,0,8,2,3,7,7,0,5,0,0.7320605428600212,High,0,0,2.3333333333333335,4416.799999999999,447.55555555555554,2,2,2,0,7,2,0,0
